Locality,Zip code,Property type,Price,Bedrooms,Living area,Surface of the plot,Facades,Building condition,Fireplace,Equipped kitchen,Garden,Garden surface,Terrace,Terrace surface,Furnished,Swimming pool,Province,Property,Region
Oudenaarde,9600,House,280000,3.0,314.0,240.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2060,House,369000,5.0,228.0,100.0,2.0,Good,0,0,1,27.0,1,9.0,0,0,Antwerp,House,Flanders
Gent,9840,House,375000,3.0,149.0,361.0,,Good,0,0,1,361.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1755,Mixed_Use_Building,560000,4.0,350.0,3270.0,3.0,Good,0,1,1,32.0,1,40.0,0,0,Vlaams-Brabant,Other,Flanders
Liège,4624,House,220000,3.0,138.0,137.0,2.0,To be done up,0,1,1,150.0,1,35.0,0,0,Liège,House,Wallonia
Liège,4000,Mixed_Use_Building,330000,12.0,512.0,305.0,2.0,To be done up,0,0,0,0.0,0,0.0,0,0,Liège,Other,Wallonia
Neufchâteau,6800,House,419000,3.0,190.0,1050.0,3.0,Good,0,1,1,300.0,1,15.0,0,0,Luxembourg,House,Wallonia
Oostend,8420,House,549000,3.0,163.0,333.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Halle-Vilvoorde,1840,Villa,595000,4.0,226.0,2406.0,4.0,As new,0,0,1,1900.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Tournai,7730,Villa,566500,5.0,385.0,2430.0,,Good,0,1,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Gent,9000,House,595000,3.0,221.0,406.0,,To be done up,0,1,1,320.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Nivelles,1430,Country_Cottage,650000,3.0,300.0,1315.0,4.0,Not mentioned,0,0,1,600.0,1,40.0,0,0,Brabant Wallon,House,Wallonia
Soignies,7090,Country_Cottage,650000,3.0,300.0,1315.0,4.0,Not mentioned,0,0,1,600.0,1,40.0,0,0,Hainaut,House,Wallonia
Brussels,1150,House,670000,4.0,180.0,270.0,2.0,To renovate,0,0,1,170.0,0,0.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1880,Villa,794000,5.0,235.0,1194.0,4.0,As new,0,0,1,760.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Nivelles,1400,House,260000,2.0,140.0,135.0,2.0,Good,0,1,1,70.0,1,30.0,0,0,Brabant Wallon,House,Wallonia
Gent,9890,House,459000,3.0,430.0,309.0,2.0,To be done up,0,1,1,179.0,1,50.0,0,0,Oost-Vlaanderen,House,Flanders
Dendermonde,9230,House,199500,2.0,150.0,140.0,3.0,Good,0,0,1,45.0,1,45.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4602,Apartment_Block,230000,6.0,234.0,7326.0,2.0,To be done up,0,1,1,7000.0,1,20.0,0,0,Liège,Other,Wallonia
Oudenaarde,9600,House,285000,2.0,150.0,170.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4020,Apartment_Block,315000,8.0,236.0,372.0,2.0,Good,0,0,1,135.0,1,21.0,0,0,Liège,Other,Wallonia
Nivelles,1370,House,349000,3.0,150.0,2575.0,3.0,To renovate,0,1,1,2575.0,1,60.0,0,0,Brabant Wallon,House,Wallonia
Gent,9940,House,579000,3.0,285.0,1485.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brugge,8300,House,1395000,3.0,164.0,465.0,3.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Kortrijk,8570,House,420000,3.0,175.0,497.0,3.0,Good,0,1,1,270.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Oudenaarde,9660,House,160000,3.0,138.0,337.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2800,House,209000,3.0,132.0,135.0,2.0,To renovate,0,1,1,28.0,0,0.0,0,0,Antwerp,House,Flanders
Mechelen,2580,House,328000,3.0,212.0,454.0,,To renovate,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Mechelen,2800,House,410000,2.0,192.0,77.0,,Good,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Mechelen,2801,House,419000,4.0,154.0,817.0,3.0,To renovate,0,0,1,450.0,0,0.0,0,0,Antwerp,House,Flanders
Gent,9031,House,1050000,3.0,408.0,5018.0,4.0,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4101,House,139000,3.0,84.0,60.0,3.0,Good,0,1,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Oudenaarde,9600,Mansion,309000,4.0,232.0,310.0,2.0,Just renovated,0,1,1,158.0,1,12.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2860,Exceptional_Property,1490000,5.0,564.0,1610.0,4.0,Good,1,1,1,1047.0,1,15.0,0,1,Antwerp,House,Flanders
Aalst,9500,Mixed_Use_Building,160000,4.0,147.0,140.0,2.0,To be done up,0,1,0,0.0,1,22.0,0,0,Oost-Vlaanderen,Other,Flanders
Oudenaarde,9660,House,235000,4.0,171.0,457.0,2.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Ieper,8957,Mansion,269000,4.0,444.0,689.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Liège,4680,House,385000,4.0,404.0,387.0,3.0,To be done up,0,0,1,170.0,0,0.0,0,0,Liège,House,Wallonia
Gent,9860,House,699000,7.0,876.0,4938.0,,To renovate,0,0,1,3263.0,1,227.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4101,House,199000,3.0,100.0,100.0,2.0,Good,0,1,0,0.0,1,30.0,0,0,Liège,House,Wallonia
Aalst,9300,House,255000,3.0,173.0,614.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9310,House,255000,3.0,173.0,614.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2170,Mixed_Use_Building,289000,3.0,269.0,181.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Antwerp,Other,Flanders
Antwerp,2610,House,299000,3.0,132.0,145.0,2.0,As new,0,0,1,40.0,0,0.0,0,0,Antwerp,House,Flanders
Antwerp,2018,Mansion,310000,4.0,337.0,283.0,2.0,To renovate,0,0,1,166.0,0,0.0,0,0,Antwerp,House,Flanders
Gent,9940,House,345000,4.0,178.0,717.0,3.0,To be done up,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Charleroi,6240,House,350000,3.0,165.0,2783.0,3.0,Good,1,0,0,0.0,1,38.0,0,0,Hainaut,House,Wallonia
Halle-Vilvoorde,3090,House,549000,4.0,176.0,767.0,4.0,Good,0,1,1,350.0,1,40.0,0,0,Vlaams-Brabant,House,Flanders
Eeklo,9960,House,715000,5.0,374.0,1080.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1180,Apartment_Block,725000,3.0,195.0,177.0,2.0,To renovate,0,1,1,100.0,0,0.0,0,0,Brussels,Other,Brussels
Liège,4100,House,179000,3.0,125.0,226.0,2.0,Good,0,0,1,145.0,1,19.0,0,0,Liège,House,Wallonia
Halle-Vilvoorde,1500,Apartment_Block,715000,4.0,201.0,293.0,3.0,Just renovated,0,1,0,0.0,1,6.0,0,0,Vlaams-Brabant,Other,Flanders
Leuven,3000,Apartment_Block,895000,6.0,167.0,106.0,,Good,0,0,0,0.0,1,64.0,0,0,Vlaams-Brabant,Other,Flanders
Mechelen,2800,House,319500,3.0,145.0,260.0,2.0,To renovate,0,1,1,150.0,1,20.0,0,0,Antwerp,House,Flanders
Halle-Vilvoorde,1970,House,598000,3.0,155.0,571.0,4.0,To renovate,0,1,1,200.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Brussels,1190,Mixed_Use_Building,299000,4.0,197.0,170.0,2.0,To renovate,0,1,1,10.0,1,4.0,0,0,Brussels,Other,Brussels
Soignies,7860,Mixed_Use_Building,220000,3.0,210.0,955.0,2.0,To be done up,0,1,1,515.0,0,0.0,0,0,Hainaut,Other,Wallonia
Oudenaarde,9700,House,249000,3.0,170.0,664.0,2.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Kortrijk,8531,House,275000,4.0,143.0,399.0,2.0,To be done up,0,0,1,275.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Eeklo,9968,House,289000,3.0,159.0,626.0,,To renovate,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9320,House,349000,3.0,173.0,437.0,,Good,0,0,1,240.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9000,House,375000,3.0,123.0,110.0,2.0,To be done up,0,1,1,56.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2170,House,379000,3.0,140.0,80.0,2.0,Good,0,1,1,33.0,0,0.0,0,0,Antwerp,House,Flanders
Nivelles,1390,House,399000,4.0,200.0,1219.0,4.0,To renovate,1,0,1,1219.0,1,25.0,0,0,Brabant Wallon,House,Wallonia
Gent,9000,House,428000,4.0,185.0,170.0,,To be done up,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9040,House,428000,4.0,185.0,170.0,,To be done up,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9070,House,428000,4.0,185.0,170.0,,To be done up,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2812,Villa,883000,5.0,320.0,3355.0,4.0,Good,1,1,1,423.0,1,20.0,0,0,Antwerp,House,Flanders
Turnhout,2230,House,584000,3.0,245.0,1050.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Virton,6730,Country_Cottage,189000,3.0,156.0,440.0,3.0,Good,0,0,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Kortrijk,8500,House,289500,3.0,150.0,120.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Halle-Vilvoorde,1730,House,749000,5.0,410.0,1529.0,,Good,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Aalst,9300,House,749000,5.0,410.0,1529.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9310,House,749000,5.0,410.0,1529.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1060,Apartment_Block,795000,5.0,280.0,60.0,2.0,As new,0,1,0,0.0,0,0.0,0,0,Brussels,Other,Brussels
Oudenaarde,9600,Mansion,580000,3.0,210.0,5219.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Tielt,8700,House,235000,2.0,111.0,123.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9040,House,289000,2.0,140.0,140.0,,To be done up,0,1,0,0.0,0,0.0,1,0,Oost-Vlaanderen,House,Flanders
Eeklo,9900,House,320000,2.0,165.0,512.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Maaseik,3680,House,329000,5.0,192.0,1612.0,,Just renovated,0,1,0,0.0,0,0.0,0,0,Limburg,House,Flanders
Oostend,8470,House,335000,3.0,175.0,140.0,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9041,House,349000,3.0,155.0,402.0,,To renovate,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9890,House,389000,3.0,262.0,493.0,,Just renovated,0,0,1,178.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Ieper,8972,Villa,395000,4.0,227.0,927.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Halle-Vilvoorde,1780,Villa,649000,4.0,253.0,654.0,4.0,To be done up,0,1,1,350.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9860,House,895000,4.0,205.0,4844.0,3.0,As new,0,1,0,0.0,0,0.0,0,1,Oost-Vlaanderen,House,Flanders
Tielt,8700,House,1650000,6.0,493.0,2723.0,,Good,0,1,0,0.0,0,0.0,0,1,West-Vlaanderen,House,Flanders
Eeklo,9990,House,235000,3.0,105.0,310.0,3.0,To renovate,0,1,1,200.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Neufchâteau,6890,House,795000,4.0,380.0,903.0,3.0,As new,1,1,1,903.0,1,80.0,0,0,Luxembourg,House,Wallonia
Gent,9830,Villa,895000,3.0,206.0,600.0,4.0,Just renovated,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1570,Mixed_Use_Building,200000,4.0,179.0,1000.0,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,Other,Flanders
Oudenaarde,9600,House,269000,3.0,195.0,785.0,,Good,0,0,1,700.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4041,House,280000,3.0,133.0,426.0,2.0,Good,0,1,1,305.0,1,38.0,0,0,Liège,House,Wallonia
Liège,4400,House,289000,2.0,70.0,340.0,4.0,Just renovated,0,1,1,100.0,0,0.0,0,0,Liège,House,Wallonia
Aalst,9620,House,350000,3.0,235.0,181.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9950,House,360000,3.0,136.0,260.0,,Just renovated,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Kortrijk,8790,House,365000,4.0,210.0,602.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Virton,6730,Exceptional_Property,690000,4.0,300.0,751.0,3.0,Just renovated,1,1,1,375.0,1,40.0,0,0,Luxembourg,House,Wallonia
Nivelles,1350,House,769000,5.0,222.0,9592.0,4.0,As new,0,1,1,9310.0,1,20.0,0,0,Brabant Wallon,House,Wallonia
Nivelles,1370,House,769000,5.0,222.0,9592.0,4.0,As new,0,1,1,9310.0,1,20.0,0,0,Brabant Wallon,House,Wallonia
Gent,9040,House,775000,4.0,217.0,120.0,,Good,0,1,1,42.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1090,Town_House,399000,3.0,203.0,65.0,2.0,Good,0,1,0,0.0,1,10.0,0,0,Brussels,House,Brussels
Neufchâteau,6838,House,149500,5.0,156.0,562.0,2.0,To renovate,0,0,1,400.0,1,15.0,0,0,Luxembourg,House,Wallonia
Liège,4460,House,179000,2.0,151.0,476.0,2.0,To renovate,0,0,1,275.0,0,0.0,0,0,Liège,House,Wallonia
Liège,4430,House,230000,3.0,115.0,255.0,2.0,Good,1,1,1,187.0,1,40.0,1,0,Liège,House,Wallonia
Neufchâteau,6800,Exceptional_Property,495000,5.0,189.0,10680.0,4.0,To be done up,0,0,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Liège,4100,House,295000,2.0,150.0,247.0,3.0,Good,0,1,1,100.0,1,40.0,0,0,Liège,House,Wallonia
Liège,4100,Villa,369000,4.0,242.0,712.0,4.0,To be done up,1,0,1,400.0,1,50.0,0,0,Liège,House,Wallonia
Gent,9031,House,395000,3.0,140.0,111.0,2.0,To renovate,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2850,House,429000,4.0,250.0,,2.0,Just renovated,0,0,1,38.0,0,0.0,0,0,Antwerp,House,Flanders
Mechelen,2800,Mixed_Use_Building,449000,3.0,260.0,,2.0,Good,0,1,0,0.0,1,20.0,0,0,Antwerp,Other,Flanders
Halle-Vilvoorde,1800,House,570000,5.0,308.0,132.0,2.0,Good,0,1,1,50.0,1,20.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1932,House,570000,3.0,220.0,270.0,2.0,Good,0,1,1,116.0,1,20.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9052,Villa,635000,4.0,233.0,920.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Kortrijk,8540,Villa,799500,3.0,400.0,2182.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Oudenaarde,9600,Mixed_Use_Building,449000,16.0,1350.0,1020.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Other,Flanders
Antwerp,2140,House,229900,2.0,110.0,,2.0,Good,0,0,0,0.0,1,7.0,0,0,Antwerp,House,Flanders
Eeklo,9060,House,279000,3.0,125.0,693.0,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9660,House,395000,4.0,141.0,4573.0,4.0,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Ieper,8920,House,415000,4.0,237.0,2300.0,,Good,0,1,0,0.0,0,0.0,1,0,West-Vlaanderen,House,Flanders
Gent,9000,House,415000,5.0,181.0,125.0,2.0,To be done up,0,1,0,0.0,1,33.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9000,House,549000,6.0,229.0,86.0,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Nivelles,1370,House,599000,5.0,326.0,698.0,2.0,Good,0,1,1,485.0,1,60.0,0,0,Brabant Wallon,House,Wallonia
Leuven,3321,House,599000,5.0,326.0,698.0,2.0,Good,0,1,1,485.0,1,60.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9860,Villa,645000,4.0,230.0,1100.0,3.0,Good,1,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1180,Villa,790000,4.0,245.0,683.0,4.0,To renovate,0,0,0,0.0,0,0.0,0,0,Brussels,House,Brussels
Gent,9890,Farmhouse,1190000,3.0,387.0,2427.0,,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9820,House,1500000,3.0,1491.0,2833.0,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brugge,8020,Villa,2675000,8.0,635.0,8260.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Liège,4101,Mixed_Use_Building,169900,2.0,77.0,179.0,2.0,As new,0,1,0,0.0,1,20.0,0,0,Liège,Other,Wallonia
Gent,9090,House,249000,1.0,85.0,308.0,,Good,0,1,0,0.0,1,15.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9320,House,299000,4.0,186.0,228.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9400,House,315000,3.0,156.0,622.0,,Good,0,1,1,522.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1160,House,460000,4.0,140.0,165.0,2.0,To be done up,0,0,1,100.0,0,0.0,0,0,Brussels,House,Brussels
Kortrijk,8792,Villa,485000,3.0,185.0,1380.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Verviers,4700,Villa,575000,5.0,392.0,3063.0,4.0,To be done up,0,0,0,0.0,1,40.0,0,0,Liège,House,Wallonia
Halle-Vilvoorde,1880,House,625000,4.0,250.0,2548.0,4.0,To be done up,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Mechelen,2800,House,320000,4.0,153.0,125.0,2.0,Just renovated,0,1,1,37.0,0,0.0,0,0,Antwerp,House,Flanders
Tielt,8700,Villa,539000,5.0,300.0,1706.0,4.0,To be done up,1,0,1,1000.0,1,40.0,0,0,West-Vlaanderen,House,Flanders
Liège,4101,House,139000,2.0,75.0,57.0,2.0,To be done up,0,0,1,57.0,1,17.0,0,0,Liège,House,Wallonia
Kortrijk,8570,House,179000,5.0,190.0,224.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Kortrijk,8501,House,249000,4.0,167.0,337.0,2.0,To renovate,0,0,1,195.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Kortrijk,8530,House,265000,2.0,138.0,85.0,2.0,Not mentioned,0,1,0,0.0,1,12.0,0,0,West-Vlaanderen,House,Flanders
Aalst,9500,House,400000,3.0,252.0,,2.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1653,House,550000,8.0,850.0,944.0,3.0,To renovate,0,1,1,480.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Aalst,9500,House,720000,3.0,286.0,26990.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9890,House,575000,2.0,375.0,1227.0,4.0,Good,0,1,1,480.0,1,75.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1160,House,649000,4.0,170.0,175.0,2.0,Good,0,1,1,87.0,1,15.0,0,0,Brussels,House,Brussels
Aalst,9420,House,259000,2.0,177.0,360.0,4.0,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Tournai,7903,Country_Cottage,275000,2.0,200.0,690.0,,Good,0,1,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Oudenaarde,9700,House,284500,4.0,197.0,553.0,2.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1600,House,330000,3.0,170.0,114.0,,To renovate,0,0,1,45.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9042,House,349000,2.0,160.0,1056.0,,Good,0,1,1,850.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9300,House,349000,5.0,205.0,2890.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9450,House,349000,5.0,205.0,2890.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9300,House,375000,3.0,200.0,464.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Dendermonde,9290,House,379000,3.0,160.0,300.0,4.0,As new,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Hasselt,3570,Villa,520000,4.0,310.0,1168.0,,Good,0,1,0,0.0,0,0.0,0,0,Limburg,House,Flanders
Aalst,9620,House,559000,3.0,207.0,622.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Hasselt,3570,Villa,765000,4.0,320.0,2320.0,,Good,0,1,0,0.0,0,0.0,0,0,Limburg,House,Flanders
Gent,9860,House,210000,3.0,128.0,101.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1800,House,498000,4.0,218.0,299.0,3.0,Good,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9000,Mixed_Use_Building,535000,3.0,119.0,28.0,2.0,To be done up,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,Other,Flanders
Arlon,6700,House,570000,4.0,301.0,1500.0,4.0,Good,1,1,0,0.0,1,15.0,0,0,Luxembourg,House,Wallonia
Eeklo,9971,Villa,667000,4.0,255.0,8597.0,4.0,To renovate,1,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Leuven,3054,House,680000,6.0,270.0,963.0,,To renovate,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Aalst,9620,House,795000,6.0,296.0,2262.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1831,Villa,895000,7.0,310.0,1788.0,4.0,Good,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Leuven,3001,Villa,985000,5.0,600.0,10309.0,,As new,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1700,Villa,995000,3.0,293.0,1558.0,4.0,As new,0,0,0,0.0,0,0.0,0,1,Vlaams-Brabant,House,Flanders
Brugge,8730,Villa,995000,4.0,300.0,19168.0,4.0,Good,1,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Leuven,3000,House,2150000,9.0,250.0,145.0,,As new,0,1,0,0.0,0,0.0,1,0,Vlaams-Brabant,House,Flanders
Mechelen,2570,House,438000,3.0,168.0,722.0,3.0,Good,0,1,1,400.0,1,40.0,0,0,Antwerp,House,Flanders
Brussels,1000,Apartment_Block,695000,5.0,230.0,230.0,2.0,As new,0,1,0,0.0,1,20.0,1,0,Brussels,Other,Brussels
Liège,4000,House,275000,4.0,207.0,192.0,2.0,To renovate,0,0,1,100.0,1,5.0,0,0,Liège,House,Wallonia
Kortrijk,8570,House,325000,3.0,140.0,196.0,3.0,Good,0,0,1,125.0,1,15.0,0,0,West-Vlaanderen,House,Flanders
Halle-Vilvoorde,1560,House,469000,3.0,173.0,1360.0,4.0,To renovate,0,0,0,0.0,1,17.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9041,Villa,795000,3.0,308.0,1000.0,,Good,0,0,1,1000.0,1,40.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4430,House,299000,4.0,118.0,2498.0,4.0,Good,0,1,1,1629.0,1,6.0,0,0,Liège,House,Wallonia
Mechelen,2880,House,340000,2.0,187.0,287.0,,Good,0,1,0,0.0,1,70.0,0,0,Antwerp,House,Flanders
Gent,9000,House,345000,4.0,145.0,108.0,2.0,Good,0,0,1,38.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2800,House,509000,4.0,168.0,161.0,2.0,Just renovated,0,1,1,64.0,0,0.0,0,0,Antwerp,House,Flanders
Brussels,1020,Mixed_Use_Building,550000,5.0,425.0,194.0,2.0,To renovate,0,0,0,0.0,1,5.0,0,0,Brussels,Other,Brussels
Kortrijk,8560,House,185000,3.0,100.0,870.0,3.0,To renovate,0,0,1,544.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Brussels,1070,House,260000,2.0,125.0,125.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Brussels,House,Brussels
Kortrijk,8530,House,269000,3.0,155.0,120.0,2.0,Just renovated,0,0,0,0.0,1,15.0,0,0,West-Vlaanderen,House,Flanders
Tielt,8720,House,289000,3.0,150.0,1224.0,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Oostend,8420,House,325000,3.0,363.0,430.0,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Mechelen,2800,House,430000,3.0,138.0,299.0,,Good,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Aalst,9500,House,499000,5.0,228.0,980.0,,Good,1,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9660,House,499000,3.0,181.0,663.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2060,Mansion,499000,5.0,273.0,253.0,2.0,Good,0,1,1,92.0,0,0.0,0,0,Antwerp,House,Flanders
Ath,7880,House,348000,3.0,150.0,640.0,3.0,Good,0,1,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Brugge,8200,House,354000,3.0,157.0,212.0,,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Mechelen,2221,House,425000,3.0,130.0,617.0,3.0,Just renovated,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
