,Real values,Predicted values
7092,550000,735765.1442089949
5887,395000,452239.6966240628
6690,920000,875254.1911155651
2262,895000,619079.485209735
2037,235000,263992.9296564144
9948,289000,219231.87898617226
12565,310000,330181.26306862757
3991,165000,143014.0091304265
877,849000,748749.6931631009
4447,419000,409934.2857435903
12637,995000,712835.7684965504
1862,465000,507416.84851453657
5291,1145000,1147928.2972061122
404,449000,439381.7748367027
1480,220000,339193.8108609037
5584,349000,307374.3851882519
7644,395000,393680.0474873398
9853,235000,206085.34880335757
8033,295000,364660.46987494954
9340,399000,538276.7079325638
4109,545000,894324.5685413168
4585,27500,-20954.764976870734
8967,440000,580877.8925847395
11598,448000,391053.4373770124
7759,59500,-1964.515070501424
8589,680000,1007323.9948944929
4504,850000,1120613.2735673035
3574,695000,489476.2289820827
6613,1545000,1056276.3597842592
11470,740000,442285.365978806
11455,260000,438643.866007886
11545,265000,337494.5988340422
10490,350000,549836.400834538
8398,189000,424993.09571152856
898,289500,168073.9898756796
5982,299000,212326.7397047339
9212,1695000,1298725.5616609524
11749,250000,249969.09281601067
10497,700000,624764.5525750542
11781,320000,252311.95229995885
6307,159000,303085.76427914016
1759,325000,511707.6043277686
1454,625000,462144.923414451
2983,339000,541249.4660904879
2658,385000,600204.9533695038
7485,599000,474988.99234063964
6328,242000,292153.74415888777
1868,750000,695228.5749533286
592,930000,903234.3198818695
3316,299000,484239.8444610031
9690,235000,216332.39040432216
1500,265000,331014.0014501626
6055,725000,833100.3092038098
2988,392500,341005.1736568165
8467,320000,520138.32922772976
830,169500,197433.55574293074
9207,210000,154749.8347515685
12169,419000,416164.86324168683
3140,1588800,1312915.544288829
3263,925000,918073.6925667581
11741,239000,251025.95461560058
1620,687500,677352.2306266893
831,295000,300119.1175394183
10835,465000,437558.5822419938
2599,695000,1142483.5576385497
11076,499000,484039.19044036674
2571,747000,432601.5615307132
9868,595000,366438.3500506368
1755,629000,459874.699773523
5548,269000,344877.35752952896
3519,110000,41955.44203585462
9304,285000,217089.04251900327
2131,235000,198371.87703357064
5141,175000,276345.8913150969
10214,220000,194273.471553317
2935,115000,207589.52527447738
11422,255000,243867.46667070955
3096,399000,425816.0274965915
2071,219000,184382.0909867793
1974,295000,302658.6371395634
246,348000,205596.8664760032
4211,129000,25496.44534425513
3575,495000,482836.3682552753
375,367000,556627.6429869658
12557,295000,401125.7361684777
1307,219000,199045.04563753147
11755,260000,441083.21294190286
4723,1195000,958995.8492505716
389,385000,426940.3543125217
1919,119000,61357.25007676729
6675,575000,615045.402491583
939,369000,485167.204969426
270,200000,232459.46732883554
3744,449500,343147.249492121
7883,399000,300236.5821563023
5247,479000,437689.37370128604
10127,385000,298765.6609454731
7847,149000,189287.28475022805
4653,499000,594792.1430041812
5904,120000,-1165.183228294889
9549,395000,366158.8610201973
6338,259000,178114.36060205975
