refnis,localité,année,période,nombre transactions - maison,prix médian(€)-maison,prix premier quartile(€)-maison,prix troisième quartile(€)-maison,nombre transactions-appartement,prix médian(€)-appartement,prix premier quartile(€)-appartement,prix troisième quartile(€)-appartement,,,,0
32000,ARRONDISSEMENT DE DIXMUDE,2014,Q2,38,247500,170000,290320,10,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2014,Q3,41,235000,181500,302500,13,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2014,Q4,103,240000,187000,315000,6,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2015,Q1,21,265000,170000,323000,6,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2015,Q2,31,,,,6,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2015,Q3,48,,,,5,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2015,Q4,38,237500,150000,285000,6,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2016,Q1,27,262500,200000,302500,13,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2016,Q2,50,262750,210000,315000,16,180000,135500,213750,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2016,Q3,43,252500,150000,307900,9,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2016,Q4,49,259000,200000,310000,6,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2017,Q1,40,282500,200000,320000,9,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2017,Q2,57,260000,190000,330100,8,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2017,Q3,43,250000,200000,315000,5,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2017,Q4,55,270000,192000,345000,8,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2018,Q1,44,265000,175000,343500,11,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2018,Q2,45,272500,208500,327500,7,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2018,Q3,45,266500,180000,330000,10,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2018,Q4,55,290000,215000,340001,16,171250,145000,220750,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2019,Q1,35,255000,189000,335000,8,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2019,Q2,59,277500,220000,340000,7,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2019,Q3,58,295000,245000,349000,13,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2019,Q4,107,290000,217000,355000,17,220000,169000,250000,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2020,Q1,19,310000,255000,385000,11,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2020,Q2,33,246000,187500,298500,8,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2020,Q3,43,265000,230000,362000,12,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2020,Q4,73,300000,230000,369000,15,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2021,Q1,61,291500,218000,382500,8,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2021,Q2,59,350000,240000,405000,16,199500,169875,232500,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2021,Q3,54,299000,222500,360000,13,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2021,Q4,47,302500,248750,367500,9,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2022,Q1,60,317500,239000,424500,20,185000,157500,217500,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2022,Q2,47,342500,270000,390000,27,220000,178000,280000,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2022,Q3,76,320000,230000,386000,11,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2022,Q4,67,290000,235000,415000,27,205000,169000,315000,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2023,Q1,30,259575,214000,407500,15,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2023,Q2,41,307500,232600,404000,14,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2023,Q3,53,347500,230000,450000,16,232000,176750,316250,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2023,Q4,48,400000,330000,475000,18,226250,187500,291000,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2024,Q1,42,350000,262000,489000,14,,,,,,,9
32000,ARRONDISSEMENT DE DIXMUDE,2024,Q2,41,300000,225000,405000,11,,,,,,,9
33000,ARRONDISSEMENT D'YPRES,2010,Q1,56,207250,151500,255000,10,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2010,Q2,65,215000,145000,283000,7,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2010,Q3,62,229500,160000,270000,13,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2010,Q4,68,227500,150000,296000,10,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2011,Q1,63,238000,175000,285000,19,128500,110000,182500,,,,10
33000,ARRONDISSEMENT D'YPRES,2011,Q2,45,230000,175000,295500,14,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2011,Q3,65,240000,170500,300000,12,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2011,Q4,67,249000,160000,320000,25,115000,87000,175000,,,,10
33000,ARRONDISSEMENT D'YPRES,2012,Q1,51,200000,147000,285000,17,140000,130000,180000,,,,10
33000,ARRONDISSEMENT D'YPRES,2012,Q2,59,235000,175000,300000,21,149000,97000,165000,,,,10
33000,ARRONDISSEMENT D'YPRES,2012,Q3,46,200000,170000,285000,7,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2012,Q4,63,252851,172500,335000,16,143250,105000,195000,,,,10
33000,ARRONDISSEMENT D'YPRES,2013,Q1,51,250000,180000,315000,14,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2013,Q2,70,269500,200000,325000,22,162500,110000,210000,,,,10
33000,ARRONDISSEMENT D'YPRES,2013,Q3,68,270000,169000,322500,21,165000,142500,180000,,,,10
33000,ARRONDISSEMENT D'YPRES,2013,Q4,67,250000,170000,315000,11,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2014,Q1,56,282500,213750,352500,18,150000,115000,187000,,,,10
33000,ARRONDISSEMENT D'YPRES,2014,Q2,52,258375,205000,322895,13,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2014,Q3,81,260000,193400,320000,13,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2014,Q4,125,260000,190000,310000,23,163000,117500,232500,,,,10
33000,ARRONDISSEMENT D'YPRES,2015,Q1,36,267500,194000,330000,9,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2015,Q2,47,290000,180000,345000,28,177250,132000,220000,,,,10
33000,ARRONDISSEMENT D'YPRES,2015,Q3,68,270000,225000,320000,15,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2015,Q4,67,255055,203000,325000,14,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2016,Q1,50,285000,180000,350000,16,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2016,Q2,75,238000,165000,306001,15,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2016,Q3,66,247500,215000,355000,7,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2016,Q4,72,250000,200000,325000,14,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2017,Q1,52,271500,211260,326000,21,165000,143000,190000,,,,10
33000,ARRONDISSEMENT D'YPRES,2017,Q2,63,287500,213750,370000,26,174000,140000,250000,,,,10
33000,ARRONDISSEMENT D'YPRES,2017,Q3,76,280000,212500,322750,15,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2017,Q4,72,290000,225544,350000,13,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2018,Q1,46,265000,210000,312000,18,157500,129000,187500,,,,10
33000,ARRONDISSEMENT D'YPRES,2018,Q2,65,307500,210000,375000,24,158000,136000,181000,,,,10
33000,ARRONDISSEMENT D'YPRES,2018,Q3,55,302500,250000,370000,25,207500,165000,290000,,,,10
33000,ARRONDISSEMENT D'YPRES,2018,Q4,60,300000,220000,400000,17,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2019,Q1,64,265000,182500,325000,12,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2019,Q2,76,291869,207000,365000,22,180000,155000,252000,,,,10
33000,ARRONDISSEMENT D'YPRES,2019,Q3,88,299000,240000,365000,16,207500,161500,287500,,,,10
33000,ARRONDISSEMENT D'YPRES,2019,Q4,147,296000,210000,360050,26,194000,140000,250000,,,,10
33000,ARRONDISSEMENT D'YPRES,2020,Q1,36,294750,160000,347500,21,200000,175000,250000,,,,10
33000,ARRONDISSEMENT D'YPRES,2020,Q2,68,318750,239000,370000,17,235000,180000,320000,,,,10
33000,ARRONDISSEMENT D'YPRES,2020,Q3,60,295000,230000,367500,20,216000,169500,269000,,,,10
33000,ARRONDISSEMENT D'YPRES,2020,Q4,81,285000,230000,382500,27,189000,155000,269000,,,,10
33000,ARRONDISSEMENT D'YPRES,2021,Q1,71,322500,236500,393750,22,183750,163000,212500,,,,10
33000,ARRONDISSEMENT D'YPRES,2021,Q2,88,305000,182000,375000,17,180000,125000,238000,,,,10
33000,ARRONDISSEMENT D'YPRES,2021,Q3,73,299000,229000,413752,30,222500,165000,270000,,,,10
33000,ARRONDISSEMENT D'YPRES,2021,Q4,55,329000,235000,400000,24,235000,180000,271000,,,,10
33000,ARRONDISSEMENT D'YPRES,2022,Q1,95,350000,280000,440000,38,230000,181560,263500,,,,10
33000,ARRONDISSEMENT D'YPRES,2022,Q2,64,340000,250000,420250,37,175000,166000,220000,,,,10
33000,ARRONDISSEMENT D'YPRES,2022,Q3,89,351500,274000,422500,21,210000,167500,273000,,,,10
33000,ARRONDISSEMENT D'YPRES,2022,Q4,97,320000,244335,380250,26,180000,135000,250000,,,,10
33000,ARRONDISSEMENT D'YPRES,2023,Q1,62,360000,280000,430000,34,205500,160000,230000,,,,10
33000,ARRONDISSEMENT D'YPRES,2023,Q2,64,332000,270000,427000,37,203500,140000,265000,,,,10
33000,ARRONDISSEMENT D'YPRES,2023,Q3,65,345000,260000,450000,22,214500,180000,275000,,,,10
33000,ARRONDISSEMENT D'YPRES,2023,Q4,64,368000,255000,430000,30,212000,170000,275000,,,,10
33000,ARRONDISSEMENT D'YPRES,2024,Q1,57,310000,249500,390000,19,,,,,,,10
33000,ARRONDISSEMENT D'YPRES,2024,Q2,65,354500,272000,408376,25,191250,136750,280000,,,,10
34000,ARRONDISSEMENT DE COURTRAI,2010,Q1,102,260000,215000,345000,73,125000,105000,173500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2010,Q2,128,280000,217500,355000,96,146000,114300,198606,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2010,Q3,115,260000,210000,330000,72,142500,110000,194032,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2010,Q4,121,270000,214000,322500,86,140000,113000,180000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2011,Q1,112,265000,213750,362500,81,130000,105000,172000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2011,Q2,118,266250,200000,339000,102,135500,110000,190000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2011,Q3,127,275000,220000,360000,70,132500,111552,185400,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2011,Q4,134,286750,212500,350000,104,145000,117000,195000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2012,Q1,91,277500,240000,344000,92,140000,120000,197500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2012,Q2,110,305000,239000,376143,84,140000,107000,197500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2012,Q3,105,290003,242250,367500,77,147000,115000,200000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2012,Q4,111,300000,250000,400000,100,155000,125000,204750,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2013,Q1,123,275000,215000,365000,105,162500,122500,200000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2013,Q2,104,275000,236500,360000,82,158000,125000,215000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2013,Q3,114,280000,205000,375000,77,170000,130000,215000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2013,Q4,114,277500,220000,367500,90,150000,123875,197500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2014,Q1,95,277500,219500,345000,91,150000,117500,195000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2014,Q2,123,281000,195000,343000,112,153000,127250,190000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2014,Q3,106,305000,240500,380000,83,165000,125000,210000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2014,Q4,220,299000,235000,365000,128,154675,116250,187500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2015,Q1,64,250000,190000,350000,88,153000,117000,215000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2015,Q2,109,250000,210000,310000,100,174500,140000,245000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2015,Q3,134,,,,91,,,,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2015,Q4,131,308000,250000,422000,105,148750,110000,190000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2016,Q1,113,320000,235000,395000,97,164000,132500,220000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2016,Q2,141,275000,232250,348250,119,164000,123000,227500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2016,Q3,170,310000,249000,370000,97,170500,136750,244250,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2016,Q4,137,312500,247500,375000,100,166000,120000,210000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2017,Q1,122,310000,225000,379000,94,182000,138500,237125,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2017,Q2,124,300000,239000,373000,118,170000,132000,225000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2017,Q3,155,329000,250000,427500,103,170000,130000,215000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2017,Q4,202,300000,246000,390000,111,167500,125000,220000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2018,Q1,157,300000,240000,395000,123,215000,147000,280215,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2018,Q2,130,315000,250000,405000,105,160000,123000,233250,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2018,Q3,181,315000,261000,401111,112,161750,128000,222000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2018,Q4,202,302500,250000,377500,115,165000,136000,225000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2019,Q1,181,350800,280000,439000,118,170000,125000,231111,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2019,Q2,139,320000,250000,385000,115,190000,137500,240000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2019,Q3,157,345000,275000,419020,130,171800,145000,229000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2019,Q4,301,330000,260000,413500,196,174000,150000,235000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2020,Q1,70,339000,270000,430000,92,173850,129000,226750,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2020,Q2,120,350000,275000,449500,110,181000,150000,240000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2020,Q3,172,341250,280000,460000,113,187000,141800,240000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2020,Q4,265,342000,261500,465000,131,170000,140000,238000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2021,Q1,151,362000,285000,450000,112,181000,140000,235000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2021,Q2,154,360000,279000,455000,181,185000,150000,242500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2021,Q3,181,385500,300000,495000,141,208000,149500,274250,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2021,Q4,114,395000,290000,510000,167,199000,158000,280000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2022,Q1,207,382000,285000,535000,195,195000,160000,257000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2022,Q2,164,369000,290000,485000,202,203000,155000,255000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2022,Q3,144,408000,340000,525000,174,214500,158650,250000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2022,Q4,204,380000,310000,529000,191,200000,160000,260000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2023,Q1,137,417500,300000,530000,162,205000,150000,260000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2023,Q2,148,400000,320000,500000,168,189500,150000,262500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2023,Q3,147,444250,325000,562515,140,219500,150000,290000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2023,Q4,170,425000,325000,540000,167,199000,158000,270000,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2024,Q1,132,437500,355000,566000,124,215000,168000,287500,,,,11
34000,ARRONDISSEMENT DE COURTRAI,2024,Q2,159,415500,319750,536250,156,219000,166000,284000,,,,11
35000,ARRONDISSEMENT D'OSTENDE,2010,Q1,79,230000,150000,325000,354,125000,97000,190000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2010,Q2,88,250000,176000,345000,388,134500,99000,194000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2010,Q3,80,274000,173000,346000,371,144500,100000,197500,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2010,Q4,81,255000,170000,341000,391,146250,104750,215000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2011,Q1,50,225000,160000,320000,353,145000,105000,205000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2011,Q2,75,260000,165000,330000,441,150000,107000,208000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2011,Q3,84,267500,200000,337500,408,147500,105000,210000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2011,Q4,108,250000,175750,361250,526,150000,106000,210000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2012,Q1,55,275000,172500,380000,380,150000,100000,230000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2012,Q2,84,267500,190000,335000,422,153750,105000,217625,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2012,Q3,84,280000,185000,325005,431,149250,100000,220000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2012,Q4,82,215000,160000,330000,484,152000,110000,210000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2013,Q1,78,268500,168000,336500,388,147500,108000,211340,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2013,Q2,75,270000,190000,390000,427,150000,110000,220000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2013,Q3,76,254500,182000,332500,410,155000,109000,210000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2013,Q4,86,268000,210000,343000,432,152500,105000,220000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2014,Q1,63,265000,200000,335000,377,160000,110000,220000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2014,Q2,84,277500,200000,350000,412,149000,110000,204000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2014,Q3,74,287539,205000,355000,415,139500,103000,192500,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2014,Q4,138,275000,180000,345000,582,148000,106000,210000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2015,Q1,55,278125,190000,345000,358,154500,108000,230000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2015,Q2,76,267500,200000,327000,437,142500,100000,205000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2015,Q3,81,,,,383,,,,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2015,Q4,83,283000,210000,370000,529,146250,105000,210000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2016,Q1,72,278000,185000,360000,410,145000,105000,212250,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2016,Q2,96,278500,195000,388000,481,140750,102500,185000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2016,Q3,101,250000,172500,338500,526,155000,110000,217000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2016,Q4,109,271250,185000,370000,690,156000,100000,220500,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2017,Q1,94,255000,180000,349000,535,153750,115000,215000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2017,Q2,92,250500,188750,333000,499,153000,110000,212000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2017,Q3,95,260000,185000,350000,463,150000,110000,200000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2017,Q4,119,282500,185000,375000,598,155000,110000,225000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2018,Q1,85,290000,201000,360000,512,160000,115000,233000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2018,Q2,90,295000,195000,355000,538,154500,110000,225000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2018,Q3,111,290000,185000,355000,498,155000,118000,216750,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2018,Q4,133,285000,195000,396000,730,165000,115000,245000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2019,Q1,81,290000,210000,365000,536,153750,115000,220000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2019,Q2,102,302500,194000,385000,604,160000,112000,238750,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2019,Q3,106,280000,189000,370000,590,160000,117000,225320,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2019,Q4,188,318000,236000,400000,779,165000,120000,230000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2020,Q1,62,315000,197500,399500,480,167250,118000,230000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2020,Q2,97,310000,195000,400000,548,165000,117000,230000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2020,Q3,100,307500,195000,400000,533,170000,120000,242000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2020,Q4,127,345000,226000,415000,895,170000,125000,240000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2021,Q1,128,331000,213750,450000,712,173500,120000,244500,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2021,Q2,98,321000,225000,417500,854,180000,130000,257500,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2021,Q3,134,345000,243062,446500,717,180000,129000,265000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2021,Q4,113,297022,225000,445000,839,184250,135000,265000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2022,Q1,107,380000,276000,475000,643,185000,132000,265000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2022,Q2,112,385000,275000,504000,633,198000,145000,278000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2022,Q3,98,341000,240000,440000,580,195000,140000,271000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2022,Q4,141,375000,250000,457500,769,196000,142000,285000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2023,Q1,77,370000,280000,475000,450,200000,147001,280000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2023,Q2,95,344000,247000,435000,534,205500,149000,285000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2023,Q3,92,387500,305000,485000,476,212000,156500,299000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2023,Q4,112,327000,237500,505000,666,207000,150000,290000,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2024,Q1,82,419000,300000,537500,441,208250,150000,293250,,,,12
35000,ARRONDISSEMENT D'OSTENDE,2024,Q2,78,375000,250000,515000,596,215000,152000,303000,,,,12
36000,ARRONDISSEMENT DE ROULERS,2010,Q1,63,247000,179500,302678,39,99000,78000,150000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2010,Q2,62,255000,201000,287500,46,134500,114000,190000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2010,Q3,54,285000,220000,340709,30,122500,107500,164750,,,,13
36000,ARRONDISSEMENT DE ROULERS,2010,Q4,69,275000,222000,338000,28,132000,110000,177200,,,,13
36000,ARRONDISSEMENT DE ROULERS,2011,Q1,50,247500,205000,320000,37,124000,100000,160000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2011,Q2,85,280000,210000,350000,53,120000,105000,146000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2011,Q3,82,281000,225000,340000,47,127000,100000,162000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2011,Q4,87,270000,225000,322500,46,134500,110000,175000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2012,Q1,55,260000,215000,330000,38,143500,103750,189500,,,,13
36000,ARRONDISSEMENT DE ROULERS,2012,Q2,84,277500,239625,333000,50,152500,125000,190000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2012,Q3,70,279250,225000,330000,42,177500,115000,225000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2012,Q4,79,300000,239500,400000,41,145000,106000,217500,,,,13
36000,ARRONDISSEMENT DE ROULERS,2013,Q1,63,269000,203000,340000,35,170000,132000,200000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2013,Q2,70,277500,215000,335000,50,169000,125000,225000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2013,Q3,72,250000,192500,330000,39,158000,121000,190000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2013,Q4,70,252500,210000,323000,44,149500,105000,200000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2014,Q1,56,275000,216500,320000,34,126000,112000,190000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2014,Q2,68,289500,216000,383500,33,139000,90000,167505,,,,13
36000,ARRONDISSEMENT DE ROULERS,2014,Q3,67,265000,215000,324000,29,150000,125000,210000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2014,Q4,144,300000,230000,340000,58,148500,110000,190000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2015,Q1,35,277500,245000,340000,37,170000,119000,200000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2015,Q2,61,245000,195000,327500,43,,,,,,,13
36000,ARRONDISSEMENT DE ROULERS,2015,Q3,82,297500,225500,347500,32,,,,,,,13
36000,ARRONDISSEMENT DE ROULERS,2015,Q4,76,298500,245000,355000,40,170500,130000,200000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2016,Q1,65,310000,230500,365000,35,165000,105000,215000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2016,Q2,73,280000,211690,370000,52,175000,120000,230000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2016,Q3,82,305000,248000,380000,43,170000,123500,211250,,,,13
36000,ARRONDISSEMENT DE ROULERS,2016,Q4,98,305000,250000,401900,44,150000,120000,209800,,,,13
36000,ARRONDISSEMENT DE ROULERS,2017,Q1,66,307500,260000,365000,55,162000,126000,230000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2017,Q2,97,300000,260000,365000,63,155000,122000,225000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2017,Q3,78,332500,275000,400000,34,177250,133750,206250,,,,13
36000,ARRONDISSEMENT DE ROULERS,2017,Q4,93,305000,245000,365000,43,160000,140000,205000,,,,13
36000,ARRONDISSEMENT DE ROULERS,2018,Q1,75,295000,250000,380000,56,152750,123500,192775,,,,13
36000,ARRONDISSEMENT DE ROULERS,2018,Q2,85,317000,235000,387500,45,170250,140500,188750,,,,13
36000,ARRONDISSEMENT DE ROULERS,2018,Q3,103,285000,220000,372500,48,175750,130000,219900,,,,13
36000,ARRONDISSEMENT DE ROULERS,2018,Q4,104,340000,242555,417500,86,160000,120000,222250,,,,13
36000,ARRONDISSEMENT DE ROULERS,2019,Q1,85,312500,260000,377500,63,160000,120000,195000,,,,13
